Hepatic,Endocrine,Infectious_Disease,Cardiovascular,Hematologic,Digestive,AUC,FIPS,PNS,Respiratory,Immune,Development,Integumentary,Metabolic,Otic,Reproductive,Musculoskeletal,Ophthalmological,Urinary
0.0,0.25,0.0,0.0,0.0,0.0,0.5904746583768441,37199,0.0,2.75,0.0,0.0,20.0,4.5,0.75,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5487437900970917,50005,5.25,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.0,0.0,0.0,0.4997382467152336,40073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,40.5,0.0,0.0,0.0,0.6069666903585347,48265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5722725225048446,51173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.75,0.0,0.0,0.5867900881202697,51083,0.0,0.0,0.0,0.0,0.0,0.0,50.5,0.0,0.0,0.75,0.0
0.0,0.0,2.5,1.0,0.0,0.0,0.5084827895589739,47065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5933523987284369,26123,28.0,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4939040177098255,41041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.522179846354623,38073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.5,0.0,0.0,0.0,0.0,0.6068559438826749,48433,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4985977199480594,37031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12.25,0.0,0.0,0.0,0.0,0.5783400412722555,40069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.75,0.0,0.0,0.0,0.5004241552084884,01011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4870630128720354,05067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5653995024790289,55027,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8.75,0.0,0.615624723896397,17071,0.0,0.0,0.0,3.75,0.0,55.25,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.565769822668778,08105,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.75,0.0,0.0,0.5243080957968214,41019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,0.0,0.0,0.0
0.0,0.0,0.0,0.0,14.5,0.0,0.5624550408369009,21081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4978454135271956,39049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5144923606927563,31183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0,0.5,0.5421880137585708,06075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
0.0,3.25,0.0,0.0,0.0,0.0,0.4965247883768241,01127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4913466544399743,41047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.5951550070472478,18005,0.0,0.0,6.25,18.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5887311446605974,47075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.502782501414522,26003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.75,0.0,0.0,0.0,0.0,0.5653770878654686,39129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5855775274679571,22079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,1.75
0.0,0.0,0.0,0.0,0.0,0.0,0.4937051523055516,26151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,5.25,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5815566627434005,05127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,12.25,0.0,0.0,0.0,0.5593074594224864,35053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4943829984568843,48197,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,19.0,0.5524591520944555,29019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,28.75,0.0,0.0,2.75,0.5922822049106468,51023,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.25,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5035982935530936,46073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5432307044436974,19069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4814187228633009,30011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4935378235296497,05041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.0,0.0,0.0,17.75,0.550598555876886,06035,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5456819154022836,31023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5702954676450197,37029,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4887454291787025,39053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,38.0,0.0,0.0,0.5584465347196806,35028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4848167985263358,37107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5162478249813913,12129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5169679076453502,31139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5874873595741301,22035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,50.0,0.0,0.6037421979203905,18147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.587340788548379,48257,0.0,0.75,10.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5030260548834578,21161,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11.5,14.5,0.0,0.0,0.0,0.5768862474288318,34013,0.0,0.0,19.0,15.75,25.0,0.0,28.25,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5765404300308703,08101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5426646487745808,26001,0.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.25,0.0,0.0,0.5020842599523778,47025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,34.75,0.0,0.0,1.0,0.5558745511776633,51073,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.75,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5087129152285325,23003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,28.5,0.0,3.5,0.0,9.75,0.5739330601469413,42011,0.0,0.0,0.0,12.25,0.0,0.0,19.5,0.0,7.25,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.497160430840478,55141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.25,0.0,0.0,0.0,0.0,0.4973710892256663,56031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.4985322765843037,27071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4976522291133343,26129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5595083513136866,34025,9.75,0.0,2.25,0.0,0.0,2.25,0.0,5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5972296981824378,18123,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5397897330844073,56011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.5241422727557636,19003,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5712841401660425,13173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4834768337945407,19171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.25,0.0,0.0,0.0,0.0,0.5731406414989018,55001,0.0,0.0,0.5,0.0,4.75,16.25,1.25,0.0,0.0,0.0,0.0
0.0,0.0,7.25,0.0,0.0,0.0,0.5040960290516022,12073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.568254577915117,36049,5.0,0.0,2.5,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4956827313867659,38071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4973331371875305,48235,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5016975691286768,40053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.75,0.5012798596513992,40015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5087475841952878,27133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5094601788089776,54041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,49.5,0.0,0.0,0.0,0.0,0.5829952256109585,51049,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.75,0.0,0.0,0.0,0.5920611435615438,48411,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.5044553302746879,13267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.25,0.0,11.0,0.0,0.0,0.0,0.595051404717505,37087,0.0,5.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5102019676267855,19151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4955997389265239,51109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,20.5,0.0,0.0,0.5942219686749044,48039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.25,0.0,2.5,0.0,0.0,8.25,0.6075280156570398,13301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5048198748972768,55063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6002583266601477,13037,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5787281477366021,51141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.6048355665651112,48251,0.0,0.0,26.75,13.75,0.0,6.5,0.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4996836739669232,13011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4915276558301949,40071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5035253802888221,48441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4957604214946891,46081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4919978834298128,40119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4986582391126097,49029,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4969322885067164,21195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5027347877413778,53005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5129835919957186,13307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.25,0.0,0.0,0.0,0.5555783319106353,48091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333
0.0,0.0,0.0,0.0,0.0,0.25,0.5931333896110411,48487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.25,0.5,0.0,0.0,0.4984704540102585,13089,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5051355831101492,21087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5851438264550999,21045,0.0,0.0,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5019490029347682,48179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4960455856761029,08037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5131905344676386,47125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5740136495146839,48145,6.5,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5915268676190301,37169,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5046362773261439,08009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.75,0.0,0.0,0.0,0.0,0.610037939985276,01009,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.75,0.0,3.5,0.0,0.5863509393811407,18141,0.0,15.75,3.25,0.0,0.0,0.0,1.5,0.0,0.0,0.0,9.25
5.25,4.75,0.0,0.0,0.0,0.0,0.6055225037752393,18073,0.0,0.0,25.25,8.75,0.0,6.75,2.75,0.0,0.0,4.0,0.0
0.0,0.0,0.0,0.5,0.0,1.5,0.5524163340607621,17129,0.0,7.0,0.0,0.0,2.0,0.5,1.75,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.25,0.0,0.0,0.5213745098432934,31109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4954663044765573,23023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4861587339542225,29047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.75,0.0,3.0,39.5,0.5822473911677692,47009,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.75,0.0,0.5648263829878998,51163,0.0,38.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5092376981015889,12099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5019525629812895,13239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.75,0.0,0.0,0.0,0.5275940159579044,37155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5630883486600723,29219,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.5,0.0,0.0,0.5934284899508598,01095,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5058190746384822,37055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4962388684706261,37145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,11.25,0.0,0.0,0.5991210097328037,13111,0.0,0.0,0.0,31.5,3.25,0.0,5.0,0.0,2.75,0.0,0.0
6.0,0.0,0.0,0.0,1.75,0.0,0.5522878654822347,24045,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.501942587109101,06051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4913135163311328,26137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5007990422995926,30081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,15.0,0.0,0.5549935148767111,51193,0.0,3.5,7.75,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5409287011168739,27023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5967870418918662,18035,10.25,0.0,0.0,0.0,0.0,0.0,2.0,6.75,0.0,23.25,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5776493996047823,51115,0.0,0.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4838527800694505,20083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.75,5.5,0.5049829391227175,13079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,19.25,0.0,0.5700105424324604,21105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
